Incident Type,Institution,date,Incidents,Prison.Type
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2020-07-01,5,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2020-08-01,3,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2020-09-01,5,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2020-10-01,4,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2020-11-01,2,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2020-12-01,3,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2021-01-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2021-02-01,12,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2021-03-01,3,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2021-04-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2021-05-01,8,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vandalia,2021-06-01,2,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2020-07-01,1,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2020-08-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2020-09-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2020-10-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2020-11-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2020-12-01,1,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2021-01-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2021-02-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2021-03-01,4,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2021-04-01,1,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2021-05-01,0,Minimum Security
Administration of Discipline - Disciplinary Segregation Status End-of-Month Count,Vienna,2021-06-01,1,Minimum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2020-07-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2020-08-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2020-09-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2020-10-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2020-11-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2020-12-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2021-01-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2021-02-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2021-03-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2021-04-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2021-05-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Logan (Female),2021-06-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2020-07-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2020-08-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2020-09-01,3,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2020-10-01,1,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2020-11-01,1,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2020-12-01,1,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2021-01-01,1,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2021-02-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2021-03-01,5,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2021-04-01,1,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2021-05-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Menard,2021-06-01,2,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2020-07-01,4,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2020-08-01,1,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2020-09-01,2,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2020-10-01,5,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2020-11-01,3,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2020-12-01,4,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2021-01-01,4,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2021-02-01,1,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2021-03-01,3,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2021-04-01,11,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2021-05-01,4,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Pontiac,2021-06-01,3,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2020-07-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2020-08-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2020-09-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2020-10-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2020-11-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2020-12-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2021-01-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2021-02-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2021-03-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2021-04-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2021-05-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Stateville,2021-06-01,0,Maximum Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2020-07-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2020-08-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2020-09-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2020-10-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2020-11-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2020-12-01,1,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2021-01-01,1,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2021-02-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2021-03-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2021-04-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2021-05-01,1,Medium Security
Administration of Discipline - Administrative Segregation Placements,Big Muddy River,2021-06-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2020-07-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2020-08-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2020-09-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2020-10-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2020-11-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2020-12-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2021-01-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2021-02-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2021-03-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2021-04-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2021-05-01,1,Medium Security
Administration of Discipline - Administrative Segregation Placements,Centralia,2021-06-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2020-07-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2020-08-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2020-09-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2020-10-01,1,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2020-11-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2020-12-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2021-01-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2021-02-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2021-03-01,0,Medium Security
Administration of Discipline - Administrative Segregation Placements,Danville,2021-04-01,1,Medium Security
